Fecha,Producto,Metodo de pago,Tipo de Cliente,Region,Metodo de Envio,Estado del Pedido,Marca,Precio Total (ARS),Cantidad de Productos,Descuento Aplicado (%),Cantidad de Pedidos,Monto Pagado (ARS),Tiempo de Envio,Valor del Envio (ARS)
7/12/2024,Accesorios,Transferencia Bancaria,Recurrente,Formosa,Envio Estandar,Pendiente,LG,956666,3,3,18,47013647,1,4135
7/12/2024,Reloj Inteligente,Mercado Pago,Recurrente,Tucuman,Envio Estandar,Pendiente,Xiaomi,675228,4,15,17,40704906,1,3991
7/12/2024,Reloj Inteligente,Transferencia Bancaria,Recurrente,Misiones,Envio Express,Entregado,Motorola,648593,2,10,12,14002638,3,5570
7/12/2024,Reloj Inteligente,Transferencia Bancaria,Nuevo,Buenos Aires,Recogida en Tienda,Cancelado,LG,729908,4,9,20,53097361,5,9020
7/12/2024,Laptop,Mercado Pago,Recurrente,CABA,Envio Express,Enviado,Samsung,145324,1,14,16,2092991,6,8225
7/12/2024,Auriculares,PayPal,Nuevo,Santa Fe,Envio Express,Cancelado,Xiaomi,280550,4,10,2,1979179,3,5830
7/12/2024,Camara Digital,Transferencia Bancaria,Nuevo,Santa Fe,Envio Estandar,Cancelado,LG,812328,3,8,6,12575152,3,3508
7/12/2024,Accesorios,Transferencia Bancaria,Recurrente,Cordoba,Envio Estandar,Enviado,LG,188528,2,13,20,6789488,5,4579
7/12/2024,Laptop,Mercado Pago,Recurrente,Tierra del Fuego,Recogida en Tienda,Entregado,Apple,968372,3,2,16,40167680,6,8046
7/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,CABA,Recogida en Tienda,Entregado,Apple,389643,3,8,13,13866607,1,5578
7/12/2024,Camara Digital,Mercado Pago,Recurrente,Corrientes,Envio Express,Enviado,Samsung,931597,2,14,9,16295093,6,1712
7/12/2024,Laptop,Mercado Pago,Recurrente,Santa Cruz,Recogida en Tienda,Cancelado,Lenovo,590847,4,12,10,20577028,1,2730
7/12/2024,Reloj Inteligente,PayPal,Nuevo,CABA,Envio Express,Entregado,Motorola,611110,4,7,19,44295946,2,5774
7/12/2024,Smartphone,Pago Contra Entrega,Recurrente,Catamarca,Recogida en Tienda,Pendiente,Samsung,154058,1,13,10,1324971,6,5551
7/12/2024,Accesorios,Mercado Pago,Nuevo,CABA,Envio Express,Cancelado,Apple,582842,3,12,2,3272129,5,6555
7/12/2024,Auriculares,PayPal,Recurrente,Jujuy,Envio Express,Pendiente,Apple,555363,3,8,20,29677956,5,2895
7/12/2024,Laptop,Pago Contra Entrega,Recurrente,Tucuman,Recogida en Tienda,Cancelado,Huawei,261318,1,15,20,4928606,6,6709
7/12/2024,Accesorios,Pago Contra Entrega,Nuevo,San Juan,Envio Express,Cancelado,Samsung,268116,3,1,15,11932442,1,1637
7/12/2024,Accesorios,Mercado Pago,Recurrente,La Rioja,Envio Express,Entregado,Sony,283405,3,7,8,6177683,6,4857
7/12/2024,Reloj Inteligente,PayPal,Recurrente,Salta,Recogida en Tienda,Enviado,Xiaomi,455230,3,6,19,22153370,1,5435
7/12/2024,Tablet,PayPal,Recurrente,Formosa,Envio Express,Entregado,LG,246064,1,10,9,2189306,3,1428
7/12/2024,Smartphone,Tarjeta de Credito,Recurrente,Catamarca,Envio Express,Enviado,Lenovo,738714,3,4,5,9953161,3,8064
7/12/2024,Laptop,Pago Contra Entrega,Recurrente,Tucuman,Envio Estandar,Enviado,Sony,524762,3,5,11,17098758,3,5398
7/12/2024,Smartphone,Tarjeta de Credito,Recurrente,Mendoza,Envio Estandar,Pendiente,Motorola,141877,2,8,2,527815,1,9788
7/12/2024,Tablet,Transferencia Bancaria,Recurrente,Neuquen,Recogida en Tienda,Enviado,LG,663185,3,15,15,27794781,3,5946
7/12/2024,Accesorios,Pago Contra Entrega,Nuevo,La Rioja,Envio Express,Cancelado,Huawei,511067,1,6,16,7137382,1,3772
7/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,CABA,Envio Express,Cancelado,Xiaomi,888910,2,11,4,6497927,5,5773
7/12/2024,Accesorios,Transferencia Bancaria,Nuevo,San Juan,Envio Express,Pendiente,Samsung,671485,1,7,15,9363131,6,1383
7/12/2024,Auriculares,Mercado Pago,Recurrente,Jujuy,Envio Express,Enviado,Sony,528504,2,10,3,3038869,3,8677
7/12/2024,Camara Digital,Transferencia Bancaria,Recurrente,San Luis,Envio Estandar,Cancelado,Sony,998648,3,11,3,8244002,6,1636
7/12/2024,Laptop,Tarjeta de Credito,Recurrente,Salta,Envio Express,Enviado,Motorola,486944,2,13,11,9261129,4,5603
7/12/2024,Laptop,Transferencia Bancaria,Nuevo,La Rioja,Envio Express,Enviado,Sony,466306,2,14,10,8018143,2,5900
7/12/2024,Smartphone,Transferencia Bancaria,Nuevo,Santa Cruz,Envio Estandar,Pendiente,Xiaomi,171853,3,11,7,3123884,4,2574
7/12/2024,Camara Digital,PayPal,Recurrente,Tucuman,Envio Estandar,Pendiente,Xiaomi,444020,3,13,3,3669620,1,7117
7/12/2024,Tablet,Mercado Pago,Nuevo,Catamarca,Envio Estandar,Entregado,Sony,861999,4,15,18,58486332,4,3859
7/12/2024,Camara Digital,Tarjeta de Credito,Nuevo,San Juan,Recogida en Tienda,Pendiente,Samsung,987225,3,4,6,16888844,3,9246
7/12/2024,Laptop,Tarjeta de Credito,Recurrente,Jujuy,Recogida en Tienda,Entregado,Huawei,907643,2,14,13,22185299,1,3008
7/12/2024,Accesorios,Mercado Pago,Nuevo,Misiones,Recogida en Tienda,Entregado,Apple,627275,3,4,9,15143877,6,3446
7/12/2024,Camara Digital,Mercado Pago,Recurrente,La Rioja,Recogida en Tienda,Pendiente,Samsung,407215,1,9,3,1128420,5,2650
7/12/2024,Smartphone,Mercado Pago,Recurrente,Tucuman,Recogida en Tienda,Pendiente,Motorola,558387,2,15,17,17281903,4,1926
8/12/2024,Laptop,,Nuevo,Neuquen,Recogida en Tienda,Cancelado,Samsung,230856,1,9,2,440322,3,7599
8/12/2024,Auriculares,Transferencia Bancaria,Recurrente,Santa Fe,Recogida en Tienda,Entregado,Huawei,757302,3,2,13,27703853,4,4580
8/12/2024,Tablet,Tarjeta de Credito,Nuevo,Cordoba,Recogida en Tienda,Enviado,Huawei,643225,2,2,8,10154258,4,6183
8/12/2024,Smartphone,Mercado Pago,Recurrente,Tucuman,Envio Estandar,Entregado,Xiaomi,820851,4,5,15,48388719,3,1537
8/12/2024,Accesorios,Mercado Pago,Recurrente,Cordoba,Envio Estandar,Enviado,Samsung,146774,3,13,8,3393530,5,3728
8/12/2024,Reloj Inteligente,PayPal,Nuevo,Santa Fe,Recogida en Tienda,Pendiente,Xiaomi,239866,2,4,6,2796725,6,1020
8/12/2024,Reloj Inteligente,Tarjeta de Credito,Recurrente,Tucuman,Envio Express,Pendiente,Lenovo,834111,4,12,4,11586271,5,8511
8/12/2024,Smartphone,Tarjeta de Credito,Recurrente,Neuquen,Envio Estandar,Enviado,Lenovo,568062,1,11,9,4883940,1,6493
8/12/2024,Tablet,Tarjeta de Credito,Nuevo,Buenos Aires,Envio Estandar,Cancelado,Huawei,833950,2,5,16,25317603,4,9041
8/12/2024,Reloj Inteligente,PayPal,Nuevo,CABA,Envio Estandar,Enviado,Samsung,662922,3,1,16,30182479,6,2282
8/12/2024,Smartphone,Mercado Pago,Recurrente,Neuquen,Envio Estandar,Enviado,Xiaomi,267760,4,10,15,15502121,5,7189
8/12/2024,Camara Digital,PayPal,Nuevo,Mendoza,Recogida en Tienda,Entregado,Xiaomi,907726,4,15,8,26035606,5,3395
8/12/2024,Tablet,Pago Contra Entrega,Recurrente,Tucuman,Envio Express,Pendiente,Huawei,204065,1,7,2,376187,6,3289
8/12/2024,Camara Digital,Mercado Pago,Nuevo,Buenos Aires,Recogida en Tienda,Cancelado,Huawei,311658,3,12,3,2389642,3,7626
8/12/2024,Auriculares,PayPal,Nuevo,Tucuman,Envio Estandar,Cancelado,Samsung,422096,1,3,9,3549451,6,9841
8/12/2024,Camara Digital,Tarjeta de Credito,Nuevo,Santa Fe,Envio Estandar,Pendiente,Samsung,985642,4,10,2,7317068,2,3088
8/12/2024,Laptop,PayPal,Nuevo,CABA,Recogida en Tienda,Cancelado,Huawei,947009,1,13,18,15074059,4,7205
8/12/2024,Accesorios,Transferencia Bancaria,Recurrente,Neuquen,Recogida en Tienda,Entregado,Samsung,422827,3,3,17,20943507,3,9989
8/12/2024,Camara Digital,Mercado Pago,Recurrente,Buenos Aires,Envio Estandar,Entregado,Sony,561147,3,9,19,28517653,6,5609
8/12/2024,Auriculares,Transferencia Bancaria,Nuevo,Neuquen,Envio Estandar,Enviado,Huawei,234242,4,15,2,1661150,2,2522
8/12/2024,Tablet,Pago Contra Entrega,Nuevo,Neuquen,Envio Estandar,Enviado,Lenovo,417694,4,6,5,7736982,5,6929
8/12/2024,Laptop,PayPal,Recurrente,Mendoza,Envio Estandar,Entregado,Xiaomi,490165,1,12,17,7491256,1,8332
8/12/2024,Laptop,Pago Contra Entrega,Nuevo,Neuquen,Envio Estandar,Enviado,Samsung,603446,2,7,1,1044185,3,5454
8/12/2024,Tablet,PayPal,Recurrente,CABA,Envio Estandar,Entregado,Sony,701831,1,15,10,6222257,4,7412
8/12/2024,Tablet,Transferencia Bancaria,Recurrente,Santa Fe,Envio Express,Entregado,Huawei,249308,1,15,7,1660346,1,5787
8/12/2024,Accesorios,Mercado Pago,Nuevo,Tucuman,Envio Express,Pendiente,Apple,499382,2,4,12,10495818,4,4618
8/12/2024,Reloj Inteligente,PayPal,Recurrente,Cordoba,Recogida en Tienda,Enviado,Apple,637916,2,12,16,19006355,5,1690
8/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,Neuquen,Recogida en Tienda,Pendiente,Lenovo,982181,4,12,15,56645172,1,1200
8/12/2024,Laptop,Transferencia Bancaria,Recurrente,CABA,Envio Estandar,Entregado,LG,236473,2,15,17,7323692,3,4134
8/12/2024,Smartphone,Pago Contra Entrega,Nuevo,CABA,Recogida en Tienda,Entregado,LG,248985,4,14,12,11046326,6,8723
8/12/2024,Camara Digital,Tarjeta de Credito,Nuevo,Tucuman,Envio Estandar,Pendiente,Lenovo,324582,4,8,9,10697242,6,6046
8/12/2024,Laptop,Transferencia Bancaria,Recurrente,Neuquen,Recogida en Tienda,Pendiente,LG,511146,4,8,8,14940814,5,9565
8/12/2024,Camara Digital,Mercado Pago,Recurrente,CABA,Envio Express,Cancelado,Apple,518696,3,14,1,1342254,3,4009
8/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,Salta,Recogida en Tienda,Pendiente,LG,992887,1,13,11,9696995,2,8895
8/12/2024,Camara Digital,Mercado Pago,Nuevo,Santa Fe,Envio Estandar,Entregado,LG,296374,1,2,2,535301,4,8868
8/12/2024,Smartphone,Transferencia Bancaria,Recurrente,Formosa,Envio Estandar,Entregado,Lenovo,556287,3,10,8,12061263,3,3739
8/12/2024,Auriculares,Mercado Pago,Recurrente,Jujuy,Recogida en Tienda,Entregado,Lenovo,826649,4,4,14,42877321,3,2058
8/12/2024,Tablet,Tarjeta de Credito,Nuevo,Tierra del Fuego,Envio Express,Cancelado,Apple,973410,4,7,16,58740837,2,5814
8/12/2024,Camara Digital,Transferencia Bancaria,Nuevo,Santa Cruz,Envio Estandar,Enviado,Huawei,347229,4,7,18,23837292,3,2950
8/12/2024,Auriculares,PayPal,Nuevo,Mendoza,Recogida en Tienda,Enviado,Motorola,157702,3,3,18,7907791,5,6581
8/12/2024,Accesorios,Tarjeta de Credito,Recurrente,CABA,Envio Estandar,Entregado,Huawei,192468,2,4,14,5277094,1,6418
8/12/2024,Accesorios,Tarjeta de Credito,Recurrente,San Luis,Envio Estandar,Cancelado,Sony,281280,4,13,3,2893010,5,3825
8/12/2024,Camara Digital,Transferencia Bancaria,Recurrente,Neuquen,Recogida en Tienda,Cancelado,Huawei,147855,1,10,17,2259534,1,3271
8/12/2024,Smartphone,Transferencia Bancaria,Nuevo,Neuquen,Envio Estandar,Pendiente,Lenovo,975503,2,13,14,26355331,3,7212
8/12/2024,Accesorios,Tarjeta de Credito,Recurrente,Jujuy,Envio Express,Entregado,Xiaomi,741633,3,11,10,19013790,1,6727
8/12/2024,Smartphone,Mercado Pago,Recurrente,CABA,Envio Estandar,Cancelado,Samsung,612645,1,13,7,4092524,5,1662
8/12/2024,Smartphone,Mercado Pago,Recurrente,Rio Negro,Envio Express,Entregado,Lenovo,912685,2,,10,15670676,4,7045
8/12/2024,Reloj Inteligente,Mercado Pago,Recurrente,CABA,Recogida en Tienda,Pendiente,Lenovo,640409,1,15,9,5122647,5,6465
8/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,CABA,Recogida en Tienda,Entregado,Samsung,196629,2,12,5,1798536,1,8065
8/12/2024,Accesorios,Transferencia Bancaria,Nuevo,Tierra del Fuego,Recogida en Tienda,Enviado,Lenovo,572252,4,12,7,15430782,3,9822
8/12/2024,Laptop,Pago Contra Entrega,Nuevo,San Luis,Envio Estandar,Entregado,Samsung,735661,1,4,11,7077793,5,2566
8/12/2024,Camara Digital,Transferencia Bancaria,Recurrente,Catamarca,Recogida en Tienda,Cancelado,LG,118082,4,5,11,4835913,1,7494
8/12/2024,Tablet,Mercado Pago,Recurrente,Formosa,Recogida en Tienda,Pendiente,LG,747967,2,2,8,10402060,4,7642
8/12/2024,Tablet,Mercado Pago,Nuevo,La Rioja,Envio Estandar,Pendiente,Huawei,396873,3,2,14,16042319,6,3794
8/12/2024,Tablet,Transferencia Bancaria,Nuevo,Tucuman,Recogida en Tienda,Entregado,Sony,614620,1,9,19,10661713,4,6395
8/12/2024,Camara Digital,Mercado Pago,Nuevo,Santa Cruz,Recogida en Tienda,Enviado,LG,487298,2,14,19,17078292,2,4138
8/12/2024,Reloj Inteligente,Pago Contra Entrega,Nuevo,Corrientes,Envio Express,Enviado,Xiaomi,476667,3,7,1,1285751,5,3826
8/12/2024,Accesorios,Transferencia Bancaria,Recurrente,Tierra del Fuego,Envio Express,Enviado,Xiaomi,957255,2,14,13,22579301,4,3838
8/12/2024,Tablet,Tarjeta de Credito,Nuevo,Formosa,Envio Express,Pendiente,Sony,569250,2,1,4,3929113,1,9126
8/12/2024,Tablet,Pago Contra Entrega,Nuevo,Rio Negro,Envio Estandar,Enviado,Sony,356412,3,9,16,16440781,3,2535
8/12/2024,Camara Digital,Pago Contra Entrega,Nuevo,La Rioja,Envio Estandar,Pendiente,Xiaomi,738670,2,10,1,1330755,4,3751
8/12/2024,Camara Digital,Transferencia Bancaria,Recurrente,Neuquen,Envio Express,Cancelado,Huawei,262809,4,10,2,1819184,1,9231
8/12/2024,Accesorios,PayPal,Recurrente,Buenos Aires,Envio Estandar,Enviado,Xiaomi,849219,2,14,2,3347146,6,9857
8/12/2024,Accesorios,Pago Contra Entrega,Nuevo,Catamarca,Envio Express,Cancelado,Apple,119916,2,3,4,911227,4,2436
8/12/2024,Laptop,PayPal,Recurrente,Neuquen,Recogida en Tienda,Entregado,Apple,514950,2,13,1,889185,6,1187
8/12/2024,Reloj Inteligente,Pago Contra Entrega,Nuevo,Catamarca,Recogida en Tienda,Pendiente,Apple,254349,2,2,7,3051040,3,3160
8/12/2024,Smartphone,Tarjeta de Credito,Nuevo,San Juan,Envio Express,Cancelado,Apple,473143,2,14,1,893829,2,2248
8/12/2024,Camara Digital,Pago Contra Entrega,Recurrente,Salta,Recogida en Tienda,Cancelado,Huawei,639596,1,14,4,2496588,1,9818
8/12/2024,Auriculares,PayPal,Recurrente,Neuquen,Envio Estandar,Enviado,Huawei,523732,2,12,5,5127170,3,2793
8/12/2024,Camara Digital,Tarjeta de Credito,Nuevo,Tucuman,Envio Express,Entregado,Sony,990129,1,10,2,1872190,5,1139
8/12/2024,Camara Digital,Transferencia Bancaria,Recurrente,Tierra del Fuego,Recogida en Tienda,Cancelado,Sony,745220,1,11,11,7882235,2,6172
8/12/2024,Laptop,Mercado Pago,Nuevo,San Luis,Recogida en Tienda,Enviado,Huawei,960493,1,1,6,5660502,6,7904
8/12/2024,Laptop,Transferencia Bancaria,Nuevo,Tierra del Fuego,Recogida en Tienda,Entregado,Xiaomi,973462,1,10,19,16620147,2,6070
8/12/2024,Auriculares,Mercado Pago,Recurrente,Buenos Aires,Recogida en Tienda,Enviado,Apple,341341,4,13,19,22166720,2,8513
8/12/2024,Smartphone,Pago Contra Entrega,Recurrente,Santa Cruz,Recogida en Tienda,Pendiente,Huawei,128029,2,7,9,2023937,5,2452
8/12/2024,Tablet,Mercado Pago,Recurrente,Salta,Recogida en Tienda,Enviado,Sony,295183,2,3,3,1540618,5,6750
8/12/2024,Reloj Inteligente,Transferencia Bancaria,Nuevo,Catamarca,Envio Estandar,Enviado,Motorola,509809,3,8,9,12797721,5,6919
8/12/2024,Laptop,PayPal,Recurrente,Santa Fe,Envio Estandar,Enviado,Xiaomi,891675,1,3,7,6116770,2,4432
8/12/2024,Auriculares,Transferencia Bancaria,Nuevo,Tucuman,Envio Express,Enviado,Apple,848657,1,12,9,7413968,5,5540
8/12/2024,Laptop,Tarjeta de Credito,Nuevo,Catamarca,Envio Express,Entregado,Lenovo,110615,3,8,3,930696,1,2001
8/12/2024,Auriculares,Transferencia Bancaria,Recurrente,Cordoba,Recogida en Tienda,Entregado,Motorola,749912,3,4,9,19683270,2,4521
8/12/2024,Camara Digital,Pago Contra Entrega,Recurrente,Catamarca,Envio Estandar,Enviado,Motorola,798992,4,6,20,60766442,4,9674
8/12/2024,Reloj Inteligente,Transferencia Bancaria,Recurrente,La Rioja,Envio Express,Cancelado,Samsung,940931,1,6,20,17080747,4,4353
8/12/2024,Reloj Inteligente,PayPal,Nuevo,CABA,Recogida en Tienda,Enviado,Samsung,708904,4,12,1,2675530,6,2286
9/12/2024,Smartphone,Transferencia Bancaria,Recurrente,CABA,Recogida en Tienda,Enviado,LG,977211,1,6,12,11282170,1,1857
9/12/2024,Accesorios,Mercado Pago,Recurrente,Neuquen,Envio Estandar,Cancelado,Sony,424590,4,2,14,21788055,2,4105
9/12/2024,Auriculares,PayPal,Recurrente,Cordoba,Recogida en Tienda,Enviado,Sony,898672,4,11,16,51942364,2,9657
9/12/2024,Smartphone,Tarjeta de Credito,Recurrente,Neuquen,Recogida en Tienda,Cancelado,Apple,662186,3,9,8,14246361,3,5034
9/12/2024,Tablet,Transferencia Bancaria,Recurrente,CABA,Envio Express,Enviado,Lenovo,671531,4,12,1,2446490,2,7829
9/12/2024,Accesorios,Tarjeta de Credito,Nuevo,Buenos Aires,Recogida en Tienda,Entregado,Lenovo,748645,1,15,13,9526737,1,4581
9/12/2024,Reloj Inteligente,Mercado Pago,Nuevo,Buenos Aires,Recogida en Tienda,Entregado,Sony,859767,1,4,7,5182366,4,4655
9/12/2024,Tablet,Tarjeta de Credito,Nuevo,Mendoza,Envio Express,Enviado,LG,216033,2,13,4,1560916,1,5102
9/12/2024,Tablet,PayPal,Nuevo,Cordoba,Envio Estandar,Cancelado,Sony,766858,3,8,6,12836849,6,5191
9/12/2024,Smartphone,Pago Contra Entrega,Nuevo,Tucuman,Recogida en Tienda,Cancelado,Lenovo,247066,1,15,16,3686217,2,7541
9/12/2024,Tablet,Mercado Pago,Nuevo,Cordoba,Recogida en Tienda,Entregado,Samsung,846644,2,6,9,13074850,2,3221
9/12/2024,Smartphone,Pago Contra Entrega,Recurrente,Neuquen,Envio Express,Pendiente,Huawei,118334,1,6,2,207949,2,5573
9/12/2024,Camara Digital,Tarjeta de Credito,Nuevo,Buenos Aires,Envio Express,Enviado,Xiaomi,466586,1,12,14,5812639,5,5278
9/12/2024,Laptop,Tarjeta de Credito,Recurrente,Neuquen,Envio Estandar,Entregado,Apple,140643,3,5,1,365714,2,7093
9/12/2024,Tablet,Mercado Pago,Recurrente,Neuquen,Envio Express,Enviado,Xiaomi,909660,3,4,15,35779537,5,5602
9/12/2024,Auriculares,PayPal,Nuevo,Neuquen,Envio Express,Entregado,Xiaomi,609481,4,9,5,11577631,5,6819
9/12/2024,Laptop,Pago Contra Entrega,Nuevo,Tucuman,Recogida en Tienda,Cancelado,Huawei,526003,4,1,4,7293820,2,8736
9/12/2024,Laptop,Tarjeta de Credito,Recurrente,CABA,Recogida en Tienda,Entregado,Xiaomi,817470,1,4,16,11170589,6,3013
9/12/2024,Reloj Inteligente,PayPal,Nuevo,CABA,Recogida en Tienda,Entregado,Lenovo,670511,4,10,4,10439408,4,7321
9/12/2024,Smartphone,Mercado Pago,Nuevo,Neuquen,Envio Estandar,Pendiente,Lenovo,277665,4,13,19,19396953,2,4612
9/12/2024,Smartphone,Transferencia Bancaria,Recurrente,Mendoza,Envio Estandar,Entregado,Xiaomi,542512,4,9,7,14064722,1,9626
9/12/2024,Laptop,Transferencia Bancaria,Recurrente,Mendoza,Recogida en Tienda,Pendiente,Sony,835254,2,13,6,8930730,4,4893
9/12/2024,Auriculares,Mercado Pago,Recurrente,Cordoba,Envio Estandar,Pendiente,Sony,986703,2,14,4,6720532,4,1174
9/12/2024,Laptop,Transferencia Bancaria,Recurrente,Neuquen,Recogida en Tienda,Cancelado,Huawei,154813,3,5,5,2012514,4,8366
9/12/2024,Tablet,Mercado Pago,Nuevo,CABA,Recogida en Tienda,Enviado,LG,687704,3,2,10,19965359,3,3313
9/12/2024,Tablet,Mercado Pago,Nuevo,Mendoza,Envio Express,Pendiente,Sony,859774,4,8,3,8992067,6,4568
9/12/2024,Laptop,PayPal,Nuevo,Santa Fe,Recogida en Tienda,Entregado,Samsung,873411,1,6,3,2296625,4,5087
9/12/2024,Auriculares,Mercado Pago,Recurrente,CABA,Envio Express,Entregado,Xiaomi,535388,2,6,11,10410933,4,3834
9/12/2024,Auriculares,PayPal,Nuevo,CABA,Envio Express,Enviado,Samsung,836374,2,4,15,24116514,3,6473
9/12/2024,Tablet,Pago Contra Entrega,Nuevo,Mendoza,Recogida en Tienda,Enviado,LG,943856,4,8,1,3399748,5,5100
9/12/2024,Accesorios,Mercado Pago,Recurrente,Cordoba,Envio Estandar,Pendiente,Huawei,199511,4,6,3,2076443,2,8238
9/12/2024,Accesorios,PayPal,Nuevo,Mendoza,Envio Estandar,Enviado,Huawei,765000,3,3,13,27271014,3,3638
9/12/2024,Auriculares,Pago Contra Entrega,Recurrente,Cordoba,Envio Estandar,Cancelado,LG,914202,4,8,14,49549504,4,2048
9/12/2024,Laptop,Mercado Pago,Nuevo,San Luis,Envio Estandar,Pendiente,LG,149666,3,15,20,8056430,6,2476
9/12/2024,Reloj Inteligente,Mercado Pago,Nuevo,Corrientes,Envio Express,Entregado,Huawei,431229,1,2,12,4479631,1,4133
9/12/2024,Smartphone,Mercado Pago,Nuevo,La Rioja,Envio Express,Cancelado,Huawei,135033,3,1,14,4946245,1,3542
9/12/2024,Tablet,Transferencia Bancaria,Recurrente,San Luis,Envio Express,Enviado,Xiaomi,170382,2,5,12,3674166,2,4436
9/12/2024,Accesorios,Transferencia Bancaria,Nuevo,Santa Fe,Envio Express,Enviado,Sony,924174,1,14,16,14443290,2,6979
9/12/2024,Auriculares,PayPal,Nuevo,Misiones,Recogida en Tienda,Enviado,Samsung,594639,1,15,13,6888864,2,9982
9/12/2024,Smartphone,Tarjeta de Credito,Recurrente,San Luis,Recogida en Tienda,Enviado,Sony,277045,2,15,1,497499,6,7642
9/12/2024,Laptop,Mercado Pago,Nuevo,Tierra del Fuego,Envio Estandar,Enviado,Huawei,451829,3,7,11,12829375,3,2474
9/12/2024,Laptop,Transferencia Bancaria,Nuevo,Salta,Envio Estandar,Enviado,LG,336743,4,13,2,2381368,2,1827
9/12/2024,Smartphone,Mercado Pago,Recurrente,Santa Cruz,Recogida en Tienda,Entregado,Samsung,857069,2,15,5,7325802,3,5833
9/12/2024,Smartphone,Pago Contra Entrega,Recurrente,San Juan,Recogida en Tienda,Enviado,LG,976116,3,15,19,48646404,5,8649
9/12/2024,Camara Digital,PayPal,Nuevo,CABA,Envio Estandar,Cancelado,Motorola,382028,3,15,6,5985564,2,7300
9/12/2024,Smartphone,PayPal,Recurrente,Corrientes,Envio Express,Entregado,LG,242802,4,12,10,9093049,5,4041
9/12/2024,Auriculares,Tarjeta de Credito,Nuevo,Cordoba,Envio Estandar,Entregado,Huawei,808248,3,14,11,22931439,1,1365
9/12/2024,Laptop,Tarjeta de Credito,Recurrente,Mendoza,Recogida en Tienda,Cancelado,Xiaomi,765720,4,1,20,55981280,6,4288
9/12/2024,Reloj Inteligente,Mercado Pago,Recurrente,CABA,Recogida en Tienda,Enviado,Xiaomi,205411,4,3,16,12884251,4,1850
9/12/2024,Camara Digital,Pago Contra Entrega,Nuevo,San Luis,Envio Estandar,Enviado,Samsung,178313,1,3,16,2621997,4,6141
9/12/2024,Accesorios,Transferencia Bancaria,Nuevo,San Luis,Envio Estandar,Pendiente,Lenovo,222340,4,15,7,5934941,2,7154
9/12/2024,Accesorios,Transferencia Bancaria,Recurrente,Santa Fe,Envio Express,Cancelado,LG,298157,4,9,1,1154715,4,4327
9/12/2024,Reloj Inteligente,Transferencia Bancaria,Nuevo,Mendoza,Envio Estandar,Pendiente,Sony,743819,1,4,20,13602589,6,9962
9/12/2024,Smartphone,Mercado Pago,Recurrente,Formosa,Envio Express,Enviado,Xiaomi,452970,2,8,10,7804445,6,8827
9/12/2024,Smartphone,Transferencia Bancaria,Recurrente,Tierra del Fuego,Recogida en Tienda,Cancelado,Apple,690624,2,15,4,4905023,3,1553
9/12/2024,Smartphone,PayPal,Recurrente,Tierra del Fuego,Envio Express,Entregado,Samsung,982128,1,4,10,9323240,3,2230
9/12/2024,Auriculares,Tarjeta de Credito,Nuevo,Chaco,Envio Express,Entregado,Apple,820679,3,11,20,48254946,1,2549
9/12/2024,Laptop,PayPal,Recurrente,Misiones,Recogida en Tienda,Pendiente,Lenovo,584183,3,1,18,28413900,5,2680
9/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,Corrientes,Recogida en Tienda,Enviado,LG,761540,4,9,7,20318582,2,4485
9/12/2024,Reloj Inteligente,Pago Contra Entrega,Recurrente,Misiones,Recogida en Tienda,Enviado,Huawei,925806,2,11,17,28684682,1,1804
9/12/2024,Laptop,Mercado Pago,Nuevo,Santa Fe,Envio Express,Pendiente,Xiaomi,971953,2,7,15,24796564,5,5078
9/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,Neuquen,Envio Estandar,Cancelado,LG,646571,1,7,7,3952008,1,4202
9/12/2024,Auriculares,Transferencia Bancaria,Recurrente,La Rioja,Envio Express,Pendiente,Huawei,415598,3,11,3,3258795,4,8169
9/12/2024,Accesorios,Tarjeta de Credito,Nuevo,Neuquen,Recogida en Tienda,Entregado,Sony,804321,4,8,5,15596904,4,8333
9/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,Mendoza,Recogida en Tienda,Enviado,Huawei,577210,4,11,1,2117442,1,3677
9/12/2024,Reloj Inteligente,Tarjeta de Credito,Nuevo,Mendoza,Envio Express,Cancelado,Lenovo,773862,2,5,18,24436090,4,4467
9/12/2024,Auriculares,Transferencia Bancaria,Recurrente,Catamarca,Envio Estandar,Enviado,LG,880337,2,14,6,9046646,3,9575
9/12/2024,Camara Digital,Mercado Pago,Nuevo,La Rioja,Envio Express,Cancelado,Xiaomi,293168,3,3,8,6304018,4,1802
9/12/2024,Reloj Inteligente,Transferencia Bancaria,Nuevo,Jujuy,Envio Express,Enviado,Apple,389708,2,6,17,11834564,5,5632
9/12/2024,Tablet,Mercado Pago,Nuevo,Neuquen,Envio Express,Entregado,Samsung,186252,2,7,11,3554492,2,1777
9/12/2024,Auriculares,Pago Contra Entrega,Nuevo,Formosa,Envio Estandar,Pendiente,Samsung,117461,2,1,4,860086,4,6928
