Fecha;Producto;Metodo de pago;Tipo de Cliente;Region;Metodo de Envio;Estado del Pedido;Marca;Precio Total (ARS);Cantidad de Productos;Descuento Aplicado (%);Cantidad de Pedidos;Monto Pagado (ARS);Tiempo de Envio;Valor del Envio (ARS)
23/12/2024;Auriculares;Mercado Pago;Nuevo;Neuquen;Envio Estandar;Pendiente;Xiaomi;429917;2;11,45;5;3.807.102;4;1.946
24/12/2024;Reloj Inteligente;Transferencia Bancaria;Recurrente;Santa Fe;Envio Estandar;Enviado;LG;254705;1;1,01;5;1.260.634;4;8.585
25/12/2024;Camara Digital;Transferencia Bancaria;Recurrente;Mendoza;Envio Express;Cancelado;Huawei;761488;4;5,72;14;40.204.617;4;7.653
26/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;Buenos Aires;Recogida en Tienda;Enviado;LG;298196;2;13,75;2;1.028.782;4;5.048
27/12/2024;Camara Digital;Pago Contra Entrega;Recurrente;Santa Fe;Recogida en Tienda;Pendiente;Huawei;834084;3;14,73;13;27.738.802;2;1.448
28/12/2024;Camara Digital;PayPal;Nuevo;Buenos Aires;Envio Estandar;Cancelado;LG;611481;1;6,55;3;1.714.331;1;7.311
29/12/2024;Tablet;Pago Contra Entrega;Nuevo;Cordoba;Envio Estandar;Cancelado;Samsung;529017;2;5,76;19;18.944.660;1;5.907
30/12/2024;Laptop;Pago Contra Entrega;Recurrente;Santa Fe;Envio Express;Entregado;Huawei;352971;3;5,06;8;8.042.412;3;1.336
31/12/2024;Laptop;Transferencia Bancaria;Nuevo;CABA;Recogida en Tienda;Enviado;Lenovo;387780;2;11,04;17;11.729.584;5;5.244
1/12/2024;Smartphone;Tarjeta de Credito;Nuevo;CABA;Envio Estandar;Entregado;Xiaomi;342382;3;12,98;16;14.301.715;5;5.056
2/12/2024;Accesorios;Mercado Pago;Recurrente;Tucuman;Envio Express;Cancelado;Xiaomi;230736;4;8,74;10;8.422.634;1;9.631
3/12/2024;Smartphone;Mercado Pago;Nuevo;Buenos Aires;Envio Express;Enviado;Xiaomi;391867;1;12,34;1;343.526;3;5.107
4/12/2024;Smartphone;Pago Contra Entrega;Nuevo;Mendoza;Envio Express;Cancelado;Samsung;460978;1;7,86;7;2.973.181;6;6.052
5/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Tucuman;Envio Estandar;Entregado;Apple;307050;2;14,21;2;1.053.675;1;5.511
6/12/2024;Reloj Inteligente;PayPal;Nuevo;Santa Fe;Recogida en Tienda;Enviado;Apple;414875;4;13,66;18;25.790.034;1;8.208
7/12/2024;Auriculares;Transferencia Bancaria;Nuevo;CABA;Envio Estandar;Entregado;Apple;420970;3;1,64;9;11.179.949;4;5.619
8/12/2024;Auriculares;PayPal;Nuevo;Tucuman;Envio Estandar;Cancelado;Samsung;422096;1;6,57;9;3.549.451;6;9.841
9/12/2024;Tablet;Mercado Pago;Recurrente;Neuquen;Envio Express;Enviado;Xiaomi;909660;3;12,59;15;35.779.537;5;5.602
10/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Santa Fe;Envio Estandar;Pendiente;Huawei;807243;1;13,85;5;3.477.291;3;1.559
11/12/2024;Reloj Inteligente;Mercado Pago;Recurrente;Mendoza;Envio Estandar;Pendiente;Apple;958026;4;9,38;11;38.198.887;2;6.901
12/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Mendoza;Recogida en Tienda;Entregado;Samsung;511853;4;10,7;5;9.142.130;1;9.202
13/12/2024;Accesorios;Transferencia Bancaria;Recurrente;Mendoza;Envio Estandar;Entregado;Apple;593012;4;11,62;16;33.544.386;4;6.917
14/12/2024;Camara Digital;Transferencia Bancaria;Recurrente;Mendoza;Envio Express;Cancelado;Huawei;947732;3;3,36;7;19.233.867;1;2.282
15/12/2024;Camara Digital;Pago Contra Entrega;Recurrente;Cordoba;Envio Express;Entregado;LG;818495;1;1,86;12;9.639.510;4;5.321
16/12/2024;Camara Digital;PayPal;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Xiaomi;371193;4;13,7;5;6.406.741;6;1.188
17/12/2024;Tablet;PayPal;Nuevo;Santa Fe;Recogida en Tienda;Entregado;Samsung;702748;4;7,84;3;7.772.227;3;5.401
18/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Samsung;430371;4;4,92;12;19.642.460;2;7.671
19/12/2024;Laptop;Mercado Pago;Nuevo;CABA;Envio Estandar;Entregado;Huawei;578504;4;5,19;12;26.326.520;1;9.629
20/12/2024;Camara Digital;Tarjeta de Credito;Recurrente;CABA;Envio Express;Entregado;Samsung;805726;3;1,52;14;33.327.638;5;5.948
21/12/2024;Accesorios;Tarjeta de Credito;Nuevo;Mendoza;Envio Estandar;Pendiente;Lenovo;312781;4;14,45;9;9.632.805;4;6.488
22/12/2024;Laptop;Tarjeta de Credito;Nuevo;Neuquen;Envio Express;Entregado;Samsung;432334;2;13,85;16;11.918.438;1;4.184
23/12/2024;Auriculares;Mercado Pago;Nuevo;Santa Fe;Envio Estandar;Cancelado;Lenovo;930686;3;12,35;10;24.473.333;4;9.055
24/12/2024;Camara Digital;Pago Contra Entrega;Nuevo;Mendoza;Envio Express;Pendiente;Xiaomi;525709;3;2,97;18;27.545.501;1;7.511
25/12/2024;Smartphone;Tarjeta de Credito;Recurrente;Cordoba;Envio Estandar;Enviado;Huawei;887923;3;2,17;18;46.905.752;5;2.541
26/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Santa Fe;Envio Express;Pendiente;LG;951883;3;14,01;13;31.923.719;3;3.432
27/12/2024;Accesorios;PayPal;Recurrente;Tucuman;Envio Express;Pendiente;Samsung;837637;2;2;2;3.283.484;1;9.282
28/12/2024;Reloj Inteligente;Pago Contra Entrega;Recurrente;Mendoza;Envio Estandar;Entregado;Sony;515940;2;5,07;8;7.836.289;4;7.331
29/12/2024;Auriculares;PayPal;Recurrente;Neuquen;Recogida en Tienda;Pendiente;LG;633289;3;11,58;2;3.359.844;3;2.175
30/12/2024;Camara Digital;Pago Contra Entrega;Recurrente;CABA;Envio Estandar;Pendiente;Samsung;249451;2;9,67;18;8.112.009;3;6.671
31/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Neuquen;Recogida en Tienda;Pendiente;Apple;274621;3;9,83;19;14.114.259;1;4.240
1/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Neuquen;Envio Estandar;Cancelado;Sony;541099;1;11,39;6;2.876.703;1;5.606
2/12/2024;Auriculares;Mercado Pago;Recurrente;Tucuman;Recogida en Tienda;Enviado;LG;311954;2;8,61;18;10.263.489;5;5.138
3/12/2024;Tablet;Tarjeta de Credito;Recurrente;Cordoba;Envio Express;Pendiente;Apple;955638;2;1,08;19;35.921.906;4;5.186
4/12/2024;Laptop;PayPal;Nuevo;Buenos Aires;Envio Express;Pendiente;LG;215638;1;12,66;4;753.381;1;3.174
5/12/2024;Reloj Inteligente;PayPal;Recurrente;Tucuman;Recogida en Tienda;Cancelado;Lenovo;590785;2;2,06;15;17.359.097;4;2.249
6/12/2024;Camara Digital;PayPal;Recurrente;Cordoba;Envio Express;Enviado;Huawei;158908;3;8,01;16;7.016.537;3;7.658
7/12/2024;Tablet;Mercado Pago;Nuevo;Santa Fe;Envio Estandar;Enviado;Huawei;372513;2;1,14;7;5.155.604;5;4.883
8/12/2024;Camara Digital;Tarjeta de Credito;Nuevo;Santa Fe;Envio Estandar;Pendiente;Samsung;985642;4;7,2;2;7.317.068;2;3.088
9/12/2024;Auriculares;PayPal;Nuevo;Neuquen;Envio Express;Entregado;Xiaomi;609481;4;5,02;5;11.577.631;5;6.819
10/12/2024;Laptop;Pago Contra Entrega;Nuevo;Tucuman;Envio Express;Pendiente;Sony;867452;1;4,82;5;4.128.348;2;4.947
11/12/2024;Camara Digital;Pago Contra Entrega;Recurrente;Neuquen;Recogida en Tienda;Enviado;Lenovo;715885;3;8,01;12;23.708.712;5;7.151
12/12/2024;Tablet;Tarjeta de Credito;Nuevo;Buenos Aires;Recogida en Tienda;Enviado;Samsung;453874;3;14,92;3;3.475.377;3;7.008
13/12/2024;Tablet;PayPal;Recurrente;Cordoba;Envio Express;Cancelado;Sony;635932;1;12,3;18;10.038.649;6;9.089
14/12/2024;Auriculares;Pago Contra Entrega;Recurrente;Mendoza;Envio Express;Pendiente;Samsung;203661;1;4,02;6;1.172.808;4;6.401
15/12/2024;Accesorios;Mercado Pago;Nuevo;Tucuman;Recogida en Tienda;Pendiente;Huawei;876877;3;11,15;3;7.012.131;2;8.359
16/12/2024;Accesorios;Mercado Pago;Recurrente;Santa Fe;Recogida en Tienda;Enviado;Samsung;853488;3;7,39;7;16.597.856;4;1.110
17/12/2024;Tablet;Pago Contra Entrega;Nuevo;Cordoba;Envio Estandar;Entregado;Huawei;395326;1;4,52;3;1.132.354;2;8.561
18/12/2024;Laptop;Tarjeta de Credito;Recurrente;Tucuman;Recogida en Tienda;Entregado;Lenovo;346673;2;6,76;17;10.990.359;6;5.866
19/12/2024;Tablet;PayPal;Nuevo;Santa Fe;Envio Estandar;Pendiente;Apple;595124;2;2,06;10;11.656.931;1;1.361
20/12/2024;Camara Digital;PayPal;Recurrente;Neuquen;Envio Express;Cancelado;Xiaomi;153488;4;8,08;15;8.465.380;5;5.916
21/12/2024;Tablet;Pago Contra Entrega;Nuevo;CABA;Envio Estandar;Entregado;Lenovo;803846;4;9,75;8;23.215.617;4;6.147
22/12/2024;Auriculares;Tarjeta de Credito;Recurrente;Mendoza;Envio Express;Enviado;Lenovo;734818;4;3,52;13;36.866.449;1;2.316
23/12/2024;Accesorios;Transferencia Bancaria;Recurrente;Buenos Aires;Envio Express;Enviado;Xiaomi;841946;3;1,3;4;9.972.112;2;5.830
24/12/2024;Laptop;PayPal;Nuevo;Neuquen;Envio Express;Entregado;Huawei;544741;1;9,33;18;8.890.696;5;1.483
25/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Mendoza;Recogida en Tienda;Entregado;Huawei;765095;1;11,69;1;675.637;5;2.732
26/12/2024;Laptop;Mercado Pago;Nuevo;Neuquen;Envio Express;Cancelado;Apple;393938;3;5,96;17;18.893.491;1;5.564
27/12/2024;Smartphone;Pago Contra Entrega;Recurrente;Tucuman;Envio Express;Cancelado;LG;237757;1;10,74;6;1.273.400;6;6.789
28/12/2024;Auriculares;Pago Contra Entrega;Recurrente;Buenos Aires;Recogida en Tienda;Pendiente;Huawei;268141;2;7,14;16;7.967.468;4;7.045
29/12/2024;Accesorios;Mercado Pago;Nuevo;Tucuman;Recogida en Tienda;Entregado;Xiaomi;265916;1;14,44;16;3.640.100;4;5.918
30/12/2024;Reloj Inteligente;Mercado Pago;Recurrente;Cordoba;Envio Estandar;Cancelado;Xiaomi;384152;1;6,88;8;2.861.770;1;1.737
31/12/2024;Accesorios;Tarjeta de Credito;Nuevo;CABA;Recogida en Tienda;Cancelado;Xiaomi;375602;3;9,92;1;1.014.975;1;9.171
1/12/2024;Smartphone;PayPal;Nuevo;CABA;Envio Express;Entregado;Xiaomi;903926;2;1,45;18;32.069.393;4;4.887
2/12/2024;Laptop;Mercado Pago;Recurrente;Mendoza;Recogida en Tienda;Entregado;Xiaomi;594806;1;13,85;17;8.710.988;3;3.810
3/12/2024;Accesorios;Transferencia Bancaria;Nuevo;Buenos Aires;Envio Express;Pendiente;Samsung;315829;2;11,83;4;2.227.639;4;1.857
4/12/2024;Laptop;PayPal;Nuevo;Neuquen;Recogida en Tienda;Entregado;Xiaomi;115896;3;13,15;1;301.984;4;3.067
5/12/2024;Tablet;Transferencia Bancaria;Nuevo;Neuquen;Envio Express;Pendiente;Samsung;384575;4;1,45;8;12.127.466;6;5.002
6/12/2024;Laptop;Pago Contra Entrega;Recurrente;Tucuman;Envio Estandar;Enviado;Apple;353235;2;5,44;1;668.071;3;6.038
7/12/2024;Smartphone;Mercado Pago;Nuevo;Santa Fe;Envio Express;Enviado;LG;706781;3;4,98;3;6.044.244;6;7.326
8/12/2024;Laptop;PayPal;Nuevo;CABA;Recogida en Tienda;Cancelado;Huawei;947009;1;11,57;18;15.074.059;4;7.205
9/12/2024;Laptop;Pago Contra Entrega;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Huawei;526003;4;13,33;4;7.293.820;2;8.736
10/12/2024;Smartphone;Tarjeta de Credito;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Sony;542379;3;12,59;5;7.111.735;1;4.382
11/12/2024;Laptop;Tarjeta de Credito;Recurrente;Mendoza;Recogida en Tienda;Cancelado;Xiaomi;424818;4;2,5;10;16.568.029;1;1.063
12/12/2024;Laptop;PayPal;Recurrente;Mendoza;Envio Estandar;Cancelado;Samsung;417507;2;10,05;12;9.013.581;3;8.140
13/12/2024;Tablet;Tarjeta de Credito;Nuevo;Cordoba;Envio Express;Pendiente;LG;433521;1;2,94;1;420.786;1;5.141
14/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Samsung;601248;2;9,47;7;7.620.362;5;3.772
15/12/2024;Laptop;Pago Contra Entrega;Nuevo;Mendoza;Envio Estandar;Pendiente;LG;629703;4;8,72;11;25.289.581;1;2.752
16/12/2024;Auriculares;Pago Contra Entrega;Recurrente;Neuquen;Envio Estandar;Enviado;Sony;929523;1;11,28;18;14.843.669;5;9.657
17/12/2024;Laptop;Transferencia Bancaria;Nuevo;Tucuman;Envio Express;Enviado;Huawei;286313;2;6,99;10;5.326.124;6;5.268
18/12/2024;Smartphone;PayPal;Nuevo;Buenos Aires;Envio Express;Enviado;Huawei;554167;3;1,56;13;21.275.765;3;2.248
19/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;Mendoza;Recogida en Tienda;Cancelado;LG;755358;3;13,35;18;35.344.057;5;4.355
20/12/2024;Accesorios;Tarjeta de Credito;Nuevo;Cordoba;Envio Estandar;Entregado;Huawei;243458;1;4,83;6;1.390.164;3;4.737
21/12/2024;Laptop;Tarjeta de Credito;Recurrente;Tucuman;Recogida en Tienda;Entregado;Xiaomi;635546;2;3,24;18;22.139.010;1;3.489
22/12/2024;Smartphone;Pago Contra Entrega;Nuevo;Buenos Aires;Envio Express;Entregado;LG;277153;3;14,82;9;6.373.781;4;2.858
23/12/2024;Accesorios;Transferencia Bancaria;Nuevo;Tucuman;Recogida en Tienda;Enviado;Samsung;466480;1;8,39;19;8.119.226;5;6.606
24/12/2024;Reloj Inteligente;Pago Contra Entrega;Recurrente;Neuquen;Envio Estandar;Enviado;Samsung;124225;1;12,13;12;1.309.832;4;2.591
25/12/2024;Reloj Inteligente;PayPal;Nuevo;CABA;Recogida en Tienda;Pendiente;Sony;621845;1;7,66;8;4.593.619;6;9.118
26/12/2024;Auriculares;PayPal;Recurrente;CABA;Envio Express;Pendiente;Xiaomi;781606;4;1,14;11;33.999.172;6;3.483
27/12/2024;Smartphone;Mercado Pago;Nuevo;Mendoza;Recogida en Tienda;Cancelado;Lenovo;923445;1;7,05;19;16.308.593;3;9.474
28/12/2024;Camara Digital;Transferencia Bancaria;Nuevo;Tucuman;Envio Express;Cancelado;Huawei;489301;4;6,1;8;14.702.465;4;9.396
29/12/2024;Auriculares;Mercado Pago;Recurrente;CABA;Recogida en Tienda;Pendiente;Apple;979338;3;8,82;14;37.503.555;1;5.810
30/12/2024;Tablet;PayPal;Nuevo;Tucuman;Envio Estandar;Enviado;Lenovo;114532;3;8;16;5.057.918;5;6.729
31/12/2024;Accesorios;Transferencia Bancaria;Recurrente;Buenos Aires;Envio Estandar;Cancelado;Lenovo;334265;3;7,08;3;2.795.452;6;2.022
1/12/2024;Tablet;Mercado Pago;Nuevo;Santa Fe;Envio Express;Enviado;Apple;838002;1;3,12;10;8.118.741;3;6.101
2/12/2024;Laptop;Transferencia Bancaria;Recurrente;Neuquen;Envio Express;Entregado;Samsung;556971;2;10,06;10;10.018.325;5;2.862
3/12/2024;Tablet;Tarjeta de Credito;Recurrente;Cordoba;Envio Estandar;Entregado;Lenovo;865078;2;8,35;15;23.785.164;5;5.855
4/12/2024;Auriculares;Pago Contra Entrega;Recurrente;CABA;Recogida en Tienda;Enviado;Lenovo;584462;4;1,08;19;43.940.019;4;2.391
5/12/2024;Camara Digital;Pago Contra Entrega;Recurrente;Buenos Aires;Recogida en Tienda;Cancelado;Huawei;845121;2;4,22;3;4.856.536;4;9.081
6/12/2024;Auriculares;Tarjeta de Credito;Recurrente;Buenos Aires;Recogida en Tienda;Pendiente;Apple;679166;2;8,17;15;18.711.049;4;3.607
7/12/2024;Smartphone;Mercado Pago;Recurrente;Mendoza;Recogida en Tienda;Pendiente;LG;460006;4;8,66;10;16.806.165;5;7.337
8/12/2024;Accesorios;Transferencia Bancaria;Recurrente;Neuquen;Recogida en Tienda;Entregado;Samsung;422827;3;2,88;17;20.943.507;3;9.989
9/12/2024;Laptop;Tarjeta de Credito;Recurrente;CABA;Recogida en Tienda;Entregado;Xiaomi;817470;1;14,59;16;11.170.589;6;3.013
10/12/2024;Accesorios;Tarjeta de Credito;Recurrente;Cordoba;Recogida en Tienda;Cancelado;Huawei;153133;3;5,08;5;2.180.238;2;6.842
11/12/2024;Reloj Inteligente;Pago Contra Entrega;Nuevo;Neuquen;Recogida en Tienda;Cancelado;Apple;494076;2;13,67;12;10.236.378;4;8.384
12/12/2024;Laptop;PayPal;Recurrente;Tucuman;Recogida en Tienda;Cancelado;Xiaomi;954665;4;6,3;8;28.623.225;2;2.505
13/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Santa Fe;Envio Express;Pendiente;Sony;255362;4;5,23;18;17.424.535;3;7.367
14/12/2024;Smartphone;Tarjeta de Credito;Recurrente;Santa Fe;Envio Express;Entregado;Huawei;359623;1;10,78;18;5.775.624;2;6.194
15/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Mendoza;Recogida en Tienda;Entregado;Lenovo;185920;2;11,82;17;5.573.901;2;6.775
16/12/2024;Camara Digital;Mercado Pago;Nuevo;CABA;Envio Estandar;Entregado;Apple;799230;3;1,61;12;28.310.131;3;2.651
17/12/2024;Smartphone;Pago Contra Entrega;Recurrente;Buenos Aires;Envio Express;Entregado;Lenovo;270368;3;2,53;5;3.953.068;3;7.355
18/12/2024;Smartphone;Tarjeta de Credito;Nuevo;Santa Fe;Envio Express;Pendiente;Huawei;250099;1;3,4;13;3.140.841;2;7.056
19/12/2024;Auriculares;Transferencia Bancaria;Nuevo;CABA;Envio Estandar;Enviado;Sony;413643;4;6,5;18;27.847.297;6;2.981
20/12/2024;Auriculares;PayPal;Recurrente;Cordoba;Envio Express;Cancelado;Samsung;195776;4;12,13;2;1.376.284;2;8.425
21/12/2024;Tablet;Transferencia Bancaria;Recurrente;Tucuman;Recogida en Tienda;Enviado;LG;996984;4;1,51;11;43.204.096;3;4.184
22/12/2024;Laptop;Transferencia Bancaria;Nuevo;Neuquen;Envio Estandar;Entregado;Samsung;604720;1;14,33;8;4.144.715;4;4.371
23/12/2024;Auriculares;Transferencia Bancaria;Nuevo;Cordoba;Recogida en Tienda;Enviado;Xiaomi;445027;2;3,31;19;16.352.073;3;8.509
24/12/2024;Accesorios;Mercado Pago;Nuevo;CABA;Envio Estandar;Cancelado;Samsung;903007;4;2,19;18;63.592.766;1;9.856
25/12/2024;Tablet;Mercado Pago;Nuevo;Neuquen;Envio Estandar;Cancelado;Sony;329064;2;11,41;11;6.413.395;3;4.374
26/12/2024;Smartphone;PayPal;Nuevo;Neuquen;Envio Express;Entregado;LG;108765;4;10,9;15;5.814.535;2;4.019
27/12/2024;Tablet;Pago Contra Entrega;Recurrente;Mendoza;Recogida en Tienda;Cancelado;LG;255482;1;6,11;2;479.765;4;4.055
28/12/2024;Camara Digital;Transferencia Bancaria;Recurrente;Tucuman;Envio Estandar;Pendiente;Samsung;658344;2;6,28;3;3.701.833;3;2.741
29/12/2024;Smartphone;PayPal;Nuevo;CABA;Envio Express;Cancelado;Samsung;780980;1;2,37;14;10.674.906;1;8.822
30/12/2024;Smartphone;Pago Contra Entrega;Recurrente;Santa Fe;Recogida en Tienda;Cancelado;Apple;243058;1;10,4;2;435.561;2;9.437
31/12/2024;Camara Digital;PayPal;Recurrente;Buenos Aires;Envio Express;Enviado;Huawei;523123;4;6,25;15;29.425.286;2;1.463
1/12/2024;Laptop;Transferencia Bancaria;Nuevo;Neuquen;Envio Estandar;Cancelado;Sony;863277;3;9;19;44.779.522;5;8.717
2/12/2024;Laptop;Mercado Pago;Nuevo;Cordoba;Envio Estandar;Cancelado;Sony;741069;3;14,37;4;7.614.670;6;9.433
3/12/2024;Reloj Inteligente;Pago Contra Entrega;Recurrente;Santa Fe;Recogida en Tienda;Cancelado;Samsung;113666;3;12,28;5;1.495.613;1;1.811
4/12/2024;Reloj Inteligente;Mercado Pago;Recurrente;Cordoba;Recogida en Tienda;Enviado;Apple;304612;2;11,67;4;2.152.568;4;9.779
5/12/2024;Accesorios;Pago Contra Entrega;Recurrente;CABA;Envio Express;Cancelado;Apple;786794;1;12,13;13;8.988.105;2;5.824
6/12/2024;Reloj Inteligente;Pago Contra Entrega;Recurrente;Tucuman;Recogida en Tienda;Entregado;LG;962628;1;12,74;17;14.279.664;3;7.789
7/12/2024;Smartphone;Mercado Pago;Recurrente;CABA;Recogida en Tienda;Enviado;Samsung;672712;1;14,84;10;5.728.918;6;6.972
8/12/2024;Camara Digital;Mercado Pago;Recurrente;Buenos Aires;Envio Estandar;Entregado;Sony;561147;3;10,84;19;28.517.653;6;5.609
9/12/2024;Reloj Inteligente;PayPal;Nuevo;CABA;Recogida en Tienda;Entregado;Lenovo;670511;4;2,69;4;10.439.408;4;7.321
10/12/2024;Auriculares;Transferencia Bancaria;Recurrente;Tucuman;Recogida en Tienda;Enviado;Apple;643761;1;8,48;6;3.535.052;3;8.199
11/12/2024;Reloj Inteligente;PayPal;Nuevo;Neuquen;Recogida en Tienda;Pendiente;Sony;769602;2;2,6;16;23.987.659;4;7.342
12/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Tucuman;Recogida en Tienda;Pendiente;Samsung;563203;3;3,55;7;11.407.414;6;2.418
13/12/2024;Accesorios;Tarjeta de Credito;Nuevo;Mendoza;Envio Express;Enviado;Samsung;613030;1;4,36;9;5.276.490;6;4.659
14/12/2024;Smartphone;Transferencia Bancaria;Recurrente;Mendoza;Recogida en Tienda;Enviado;LG;237479;4;6,15;4;3.565.824;1;8.663
15/12/2024;Reloj Inteligente;Mercado Pago;Recurrente;Tucuman;Envio Express;Pendiente;LG;676924;2;4,57;6;7.752.204;3;9.977
16/12/2024;Reloj Inteligente;PayPal;Recurrente;Buenos Aires;Recogida en Tienda;Entregado;Samsung;151201;3;8,28;17;7.073.053;3;8.182
17/12/2024;Laptop;PayPal;Recurrente;Neuquen;Envio Express;Pendiente;LG;556318;1;5,33;13;6.846.332;1;8.979
18/12/2024;Accesorios;Transferencia Bancaria;Nuevo;Mendoza;Recogida en Tienda;Cancelado;LG;892524;1;14,37;3;2.292.892;5;5.593
19/12/2024;Laptop;Pago Contra Entrega;Recurrente;Santa Fe;Envio Express;Pendiente;Lenovo;951406;1;2,83;8;7.396.032;4;6.577
20/12/2024;Camara Digital;Transferencia Bancaria;Nuevo;Cordoba;Recogida en Tienda;Pendiente;Xiaomi;167760;1;8,6;5;766.691;4;4.848
21/12/2024;Tablet;Mercado Pago;Nuevo;CABA;Recogida en Tienda;Pendiente;Huawei;652895;2;4,75;19;23.630.418;3;6.657
22/12/2024;Auriculares;Pago Contra Entrega;Recurrente;Cordoba;Envio Estandar;Entregado;Apple;194159;1;14,17;5;833.252;6;7.864
23/12/2024;Reloj Inteligente;PayPal;Recurrente;CABA;Envio Express;Enviado;Lenovo;854161;3;5,13;16;38.895.420;1;8.329
24/12/2024;Auriculares;Mercado Pago;Recurrente;Santa Fe;Recogida en Tienda;Cancelado;Xiaomi;196869;4;9,4;13;9.274.819;4;9.282
25/12/2024;Camara Digital;PayPal;Nuevo;Mendoza;Envio Express;Pendiente;Apple;735940;4;13,8;12;30.451.455;3;8.245
26/12/2024;Accesorios;PayPal;Recurrente;Mendoza;Envio Estandar;Enviado;Apple;164848;2;2,7;9;2.887.005;4;1.675
27/12/2024;Tablet;PayPal;Recurrente;Neuquen;Recogida en Tienda;Pendiente;Samsung;745125;2;12,9;7;9.085.999;6;8.888
28/12/2024;Smartphone;Mercado Pago;Nuevo;CABA;Recogida en Tienda;Pendiente;Samsung;626307;2;8,49;15;17.194.396;3;4.913
29/12/2024;Reloj Inteligente;Tarjeta de Credito;Recurrente;Mendoza;Envio Express;Pendiente;Xiaomi;327024;3;10,26;18;15.848.306;4;4.390
30/12/2024;Laptop;PayPal;Recurrente;Buenos Aires;Recogida en Tienda;Entregado;Samsung;742821;1;14,03;15;9.578.525;6;9.609
31/12/2024;Laptop;Mercado Pago;Nuevo;Neuquen;Envio Estandar;Cancelado;Lenovo;708369;4;12,68;10;24.741.178;3;2.758
1/12/2024;Auriculares;Mercado Pago;Nuevo;Cordoba;Envio Express;Cancelado;Apple;230116;4;9,58;6;4.993.581;6;9.202
2/12/2024;Auriculares;PayPal;Recurrente;Buenos Aires;Envio Express;Cancelado;Apple;951243;4;7,34;18;63.460.606;3;6.105
3/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;Cordoba;Envio Express;Entregado;Samsung;850133;3;11,8;10;22.493.799;2;4.061
4/12/2024;Tablet;Mercado Pago;Recurrente;Tucuman;Envio Estandar;Enviado;Samsung;856393;3;7,64;11;26.103.082;1;9.066
5/12/2024;Camara Digital;Mercado Pago;Nuevo;Mendoza;Envio Express;Entregado;Apple;679764;4;11,03;4;9.676.701;2;5.969
6/12/2024;Camara Digital;Transferencia Bancaria;Nuevo;Tucuman;Envio Express;Pendiente;Xiaomi;863772;3;1,26;18;46.055.735;3;1.201
7/12/2024;Accesorios;Mercado Pago;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Lenovo;377048;3;3,07;14;15.350.340;2;4.493
8/12/2024;Auriculares;Transferencia Bancaria;Nuevo;Neuquen;Envio Estandar;Enviado;Huawei;234242;4;11,36;2;1.661.150;2;2.522
9/12/2024;Smartphone;Mercado Pago;Nuevo;Neuquen;Envio Estandar;Pendiente;Lenovo;277665;4;8,08;19;19.396.953;2;4.612
10/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Mendoza;Envio Estandar;Enviado;Huawei;398033;4;7,04;11;16.281.164;2;1.805
11/12/2024;Reloj Inteligente;PayPal;Nuevo;Buenos Aires;Recogida en Tienda;Enviado;Apple;755984;1;6,68;13;9.171.464;4;4.555
12/12/2024;Auriculares;Transferencia Bancaria;Recurrente;Neuquen;Envio Estandar;Pendiente;Lenovo;519455;2;12,25;11;10.028.020;4;1.094
13/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Mendoza;Envio Estandar;Cancelado;Sony;419563;3;1,06;17;21.171.606;1;7.974
14/12/2024;Camara Digital;Pago Contra Entrega;Nuevo;Tucuman;Envio Express;Cancelado;Sony;997712;2;5,29;6;11.339.162;1;2.265
15/12/2024;Laptop;Mercado Pago;Nuevo;Neuquen;Envio Express;Enviado;Samsung;487600;1;4,18;9;4.205.008;1;2.827
16/12/2024;Tablet;PayPal;Nuevo;Tucuman;Envio Estandar;Cancelado;Apple;557233;3;3,01;4;6.485.412;2;3.315
17/12/2024;Reloj Inteligente;Pago Contra Entrega;Nuevo;Neuquen;Envio Estandar;Cancelado;Lenovo;666170;4;2,8;15;38.851.864;2;6.431
18/12/2024;Accesorios;Mercado Pago;Recurrente;Mendoza;Envio Express;Pendiente;Huawei;338466;1;5,86;17;5.416.736;6;4.113
